,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
113,2.2000000000000006,2.2000000000000006,0.85,0.0,0.0,16.1,1031.71
114,1.183333333333335,-3.0999999999999988,0.84,15.906800000000002,39.0,6.0697,1021.43
115,-1.083333333333333,-8.227777777777778,0.78,33.5041,149.0,16.0517,1020.0
116,10.794444444444444,10.794444444444444,0.79,15.166200000000002,343.0,9.982,1013.17
117,12.727777777777774,12.727777777777774,0.86,6.4561,24.0,14.9086,1017.67
118,14.511111111111115,14.511111111111115,0.84,5.1198000000000015,137.0,14.586600000000002,1018.2
119,23.86666666666666,23.86666666666666,0.49,10.626,150.0,10.3523,1011.93
120,0.0,-2.0222222222222226,0.89,6.0375000000000005,313.0,4.4919,1016.1
121,17.22222222222222,17.22222222222222,0.54,3.1073,357.0,15.826300000000002,1013.4
122,6.933333333333333,5.56111111111111,0.75,7.4543,119.0,10.948,1022.02
123,6.083333333333335,6.083333333333335,1.0,0.8211,200.0,0.16100000000000006,1011.65
124,26.427777777777766,26.427777777777766,0.65,10.8192,238.0,15.552600000000002,1010.4
125,15.061111111111114,15.061111111111114,0.61,29.5918,202.0,9.982,1000.13
126,15.011111111111115,15.011111111111115,0.93,3.2039,341.0,15.826300000000002,1014.37
127,7.211111111111108,5.450000000000001,0.87,9.338,55.0,5.5384,1022.5
128,27.2,27.11111111111111,0.42,14.1519,150.0,9.982,1013.57
129,11.133333333333333,11.133333333333333,0.79,11.109000000000002,142.0,15.826300000000002,1002.06
130,7.222222222222222,3.050000000000001,0.73,28.98,320.0,16.1,999.4
131,7.799999999999999,7.799999999999999,0.47,0.2898,241.0,9.982,1035.87
132,22.600000000000005,22.600000000000005,0.9,3.5259,306.0,9.982,1011.21
133,27.866666666666664,27.488888888888887,0.39,7.728,25.0,16.1,1014.23
134,23.95555555555556,23.95555555555556,0.62,8.1788,246.0,10.577700000000002,1017.66
135,2.866666666666665,-1.6166666666666667,0.96,20.0606,170.0,2.5277000000000003,999.24
136,9.949999999999998,7.788888888888892,0.86,15.649200000000002,0.0,11.2056,0.0
137,9.444444444444443,7.766666666666664,0.74,11.27,190.0,16.1,1011.2
138,24.81666666666667,24.81666666666667,0.43,23.6026,291.0,9.982,1014.68
139,15.0,15.0,0.67,25.76,50.0,9.982,1005.2
140,5.0,5.0,0.82,3.22,270.0,7.084000000000001,1024.9
141,23.83888888888889,23.83888888888889,0.45,17.693900000000006,212.0,10.3684,1008.45
142,1.2611111111111128,-1.7166666666666666,0.88,9.7083,162.0,7.3255,1019.75
143,17.61111111111111,17.61111111111111,0.77,10.980200000000002,321.0,11.3988,1014.67
144,4.027777777777779,0.1388888888888889,0.89,17.9032,330.0,11.0285,1022.73
145,3.894444444444444,3.894444444444444,0.92,3.2844,116.0,9.9015,1019.4
146,1.2388888888888872,1.2388888888888872,0.92,3.2683,186.0,1.9159,0.0
147,32.755555555555546,31.61666666666666,0.29,12.7351,162.0,9.982,1015.95
148,8.311111111111114,8.311111111111114,0.96,3.22,300.0,2.0286,1015.82
149,9.283333333333337,6.800000000000002,0.74,17.0338,319.0,15.826300000000002,1019.43
150,19.90555555555555,19.90555555555555,0.49,26.8709,312.0,10.3523,1020.38
151,17.383333333333333,17.383333333333333,0.63,19.32,300.0,11.27,1007.81
152,12.2,12.2,0.91,21.6384,282.0,11.2056,1012.48
153,19.527777777777786,19.527777777777786,0.9,10.3201,312.0,15.826300000000002,1010.84
154,23.922222222222228,23.922222222222228,0.53,8.919400000000003,4.0,10.3523,1010.11
155,17.800000000000004,17.800000000000004,0.4,8.4364,159.0,16.1,1021.54
156,31.05,31.711111111111112,0.45,22.3468,259.0,16.1,1007.52
157,-0.7000000000000008,-2.872222222222223,0.91,6.1502,181.0,9.9015,1031.42
158,6.0888888888888895,3.18888888888889,0.8,14.457800000000002,308.0,9.982,1027.92
159,6.133333333333333,4.505555555555556,0.93,7.905100000000001,0.0,9.982,1006.86
160,12.711111111111114,12.711111111111114,0.93,6.6493,339.0,9.8049,1011.51
161,13.794444444444444,13.794444444444444,0.75,10.626,319.0,16.1,1000.39
162,1.1111111111111112,-6.272222222222222,0.47,45.08000000000001,320.0,11.27,1007.1
163,9.088888888888887,9.088888888888887,0.7,3.0268,239.0,9.982,1022.05
164,7.1722222222222225,7.1722222222222225,0.89,4.1538,200.0,4.0733,1008.36
165,7.777777777777778,5.26111111111111,0.83,14.49,130.0,11.27,1007.6
166,14.461111111111114,14.461111111111114,0.93,5.313,275.0,4.1699,1013.79
167,3.8277777777777784,1.4499999999999995,0.52,9.2736,10.0,10.1752,1017.43
168,13.816666666666665,13.816666666666665,0.68,9.7244,99.0,9.982,1012.49
169,10.6,10.6,0.76,6.2146,358.0,15.826300000000002,1025.95
170,17.200000000000006,17.200000000000006,0.48,3.6225,286.0,9.982,1025.18
171,13.888888888888891,13.888888888888891,0.77,4.2021,196.0,11.27,1017.21
172,1.0833333333333348,1.0833333333333348,0.91,3.0589999999999997,338.0,4.3469999999999995,1033.2
173,18.89444444444445,18.89444444444445,0.93,6.2468,341.0,15.826300000000002,1016.04
174,18.75555555555556,18.75555555555556,0.71,10.626,139.0,15.1823,1016.99
175,22.0,22.0,0.6,7.905100000000001,173.0,11.4471,1008.18
176,1.6333333333333317,-1.2999999999999998,0.83,9.821,351.0,14.168000000000005,1026.12
177,-2.5833333333333326,-5.088888888888889,0.79,6.2468,352.0,14.3934,1036.87
178,9.83888888888889,7.9944444444444445,0.71,12.9444,177.0,9.982,1026.65
179,13.777777777777775,13.777777777777775,0.86,0.0,0.0,16.1,1016.55
180,11.094444444444445,11.094444444444445,0.93,3.7030000000000003,293.0,3.5259,1017.23
181,-0.07222222222222167,-5.311111111111111,0.86,19.9801,21.0,5.9731000000000005,1017.45
182,4.905555555555555,1.277777777777776,0.93,17.5651,350.0,14.9569,996.03
183,26.08888888888889,26.08888888888889,0.58,12.380900000000002,182.0,9.982,1009.28
184,2.1611111111111114,-0.944444444444444,0.86,10.9641,50.0,9.982,1019.0
185,0.011111111111112848,-2.1333333333333333,0.87,6.3595000000000015,315.0,8.3076,1017.2
186,1.161111111111113,1.161111111111113,0.69,1.5939,196.0,9.9015,1026.86
187,8.816666666666666,7.427777777777778,0.66,8.9677,190.0,16.1,1021.12
188,15.044444444444444,15.044444444444444,0.79,13.2664,168.0,9.8049,1026.29
189,12.177777777777779,12.177777777777779,0.57,2.5599000000000003,202.0,9.982,1017.73
190,24.561111111111106,24.561111111111106,0.82,3.0268,143.0,15.826300000000002,1015.17
191,2.705555555555554,-1.1666666666666674,0.89,15.633100000000002,141.0,16.1,1014.47
192,17.22222222222222,17.22222222222222,0.58,20.93,340.0,9.982,1021.9
193,-1.183333333333333,-5.016666666666668,1.0,11.1895,0.0,1.8837,1011.0
194,17.061111111111117,17.061111111111117,0.72,25.2609,290.0,11.27,1012.56
195,26.0,26.0,0.45,15.778000000000002,340.0,12.4292,1019.74
196,17.016666666666666,17.016666666666666,0.39,8.2432,34.0,10.3523,1014.45
197,17.83333333333333,17.83333333333333,0.85,19.5454,321.0,14.168000000000005,1009.9
198,-3.838888888888889,-12.333333333333336,0.74,38.1892,140.0,10.2074,1026.03
199,27.127777777777773,27.36111111111111,0.47,20.608000000000004,2.0,10.2557,1021.59
200,9.133333333333333,6.6722222222222225,0.7,16.5025,54.0,10.3523,1001.57
201,18.883333333333333,18.883333333333333,0.93,5.8121,292.0,13.9426,1007.73
202,3.905555555555556,3.905555555555556,0.96,3.5259,190.0,6.117999999999999,1024.85
203,2.7777777777777777,2.7777777777777777,0.82,4.83,240.0,9.982,1030.6
204,10.555555555555557,10.555555555555557,0.89,14.49,210.0,15.134000000000002,1009.4
205,19.01111111111111,19.01111111111111,0.83,3.1717,132.0,16.1,1021.88
206,5.333333333333334,1.5222222222222233,0.75,19.8674,151.0,14.168000000000005,1009.94
207,17.633333333333336,17.633333333333336,0.63,13.9909,329.0,16.1,1017.67
208,12.883333333333333,12.883333333333333,0.56,1.9159,27.0,9.982,1022.18
209,19.816666666666674,19.816666666666674,0.9,6.2951000000000015,310.0,15.8746,1014.17
210,4.4444444444444455,-0.25555555555555604,0.85,25.76,340.0,8.05,1018.2
211,22.605555555555554,22.605555555555554,0.38,7.953400000000001,27.0,10.3523,1020.27
212,10.583333333333332,10.583333333333332,0.99,3.0751,50.0,3.4615,1020.02
213,11.161111111111113,11.161111111111113,0.71,3.0912,225.0,9.982,0.0
214,18.683333333333326,18.683333333333326,0.89,4.0733,208.0,14.9569,1011.3
215,5.466666666666669,3.183333333333332,0.88,10.2074,117.0,4.3953000000000015,1023.52
216,10.094444444444443,10.094444444444443,0.77,7.357700000000001,102.0,11.2056,1007.9
217,10.855555555555556,10.855555555555556,0.57,26.4523,150.0,8.1305,1017.48
218,7.088888888888887,6.333333333333332,0.79,5.4096,119.0,9.0804,1023.9
219,17.927777777777774,17.927777777777774,0.82,8.9516,44.0,11.3988,1011.32
220,14.31111111111111,14.31111111111111,0.69,9.8854,199.0,9.982,1012.16
221,7.222222222222222,4.355555555555558,0.93,16.1,330.0,11.27,1018.0
222,18.772222222222226,18.772222222222226,0.84,14.1519,310.0,14.812000000000001,1014.19
223,-6.061111111111112,-6.061111111111112,0.92,2.9785000000000004,132.0,3.6064000000000007,1029.39
224,16.11111111111111,16.11111111111111,0.81,3.22,210.0,9.982,0.0
225,3.844444444444445,2.2722222222222244,0.89,6.4078,218.0,14.9086,1011.58
226,-4.883333333333333,-10.861111111111109,0.84,17.1304,32.0,9.982,1025.22
227,2.2944444444444456,-1.3888888888888888,0.78,13.9748,328.0,10.3684,1016.19
228,2.333333333333335,1.0833333333333348,0.99,4.9910000000000005,327.0,9.982,1027.93
229,13.177777777777774,13.177777777777774,0.9,3.1717,232.0,15.826300000000002,1018.42
230,10.072222222222225,10.072222222222225,0.89,11.3988,281.0,9.9015,1012.18
231,2.244444444444444,-0.022222222222221748,0.63,7.7924000000000015,177.0,9.982,1024.85
232,2.8500000000000014,-1.9444444444444444,0.59,22.4917,309.0,11.4471,1015.17
233,2.2222222222222223,-1.6277777777777775,0.8,14.828100000000004,155.0,10.0303,1022.77
234,11.738888888888885,11.738888888888885,0.72,16.8084,297.0,9.6278,1017.41
235,21.227777777777774,21.227777777777774,0.41,16.4703,156.0,11.27,1009.04
236,13.72777777777778,13.72777777777778,0.68,0.1449,70.0,9.982,1016.01
237,16.11111111111111,16.11111111111111,0.36,16.1,340.0,9.982,1019.5
238,1.1333333333333329,-5.383333333333334,0.15,34.293000000000006,20.0,16.1,1021.51
239,13.761111111111115,13.761111111111115,0.77,11.27,300.0,9.982,1016.89
240,4.972222222222224,2.566666666666665,0.93,10.3684,196.0,6.2307000000000015,1006.15
241,-0.033333333333332625,-3.1722222222222225,0.76,9.3863,201.0,6.9391,1024.62
242,4.216666666666669,1.4666666666666668,1.0,11.2861,356.0,1.8354,1004.94
243,3.7611111111111133,1.0277777777777786,0.83,10.7548,90.0,14.9569,1004.59
244,26.71666666666667,27.494444444444447,0.56,3.1395,248.0,15.552600000000002,1016.36
245,7.777777777777778,6.1722222222222225,0.89,9.0804,172.0,9.982,1023.27
246,10.0,7.3055555555555545,0.71,20.93,330.0,9.982,1011.7
247,8.361111111111109,6.461111111111113,0.89,11.27,167.0,11.4471,1021.09
248,-5.0,-7.955555555555555,0.92,6.44,210.0,0.16100000000000006,1034.2
249,18.233333333333327,18.233333333333327,0.79,3.4615,148.0,14.9569,1010.07
250,2.866666666666665,-0.5944444444444446,0.76,13.4596,31.0,10.0464,1020.24
251,-1.5222222222222213,-3.85,0.99,6.2307000000000015,174.0,2.1574000000000004,1025.38
252,1.8833333333333335,1.8833333333333335,1.0,3.3005,113.0,0.2898,1031.94
253,33.88333333333333,33.43888888888889,0.32,9.1287,218.0,9.982,1013.28
254,2.2222222222222223,-1.1722222222222218,0.85,12.397,131.0,10.2557,1016.55
255,22.38333333333334,22.38333333333334,0.6,4.5402000000000005,172.0,10.3523,1015.56
256,19.95555555555556,19.95555555555556,0.97,3.2039,281.0,9.982,1012.31
257,13.244444444444447,13.244444444444447,0.96,3.0751,150.0,5.9731000000000005,1015.11
258,0.6500000000000009,-2.7,0.89,10.722600000000002,161.0,14.9086,1014.65
259,3.588888888888889,1.477777777777776,1.0,8.05,130.0,10.7709,1007.33
260,10.016666666666667,10.016666666666667,0.83,11.2056,198.0,11.0768,1006.11
261,3.916666666666665,-1.744444444444445,0.88,34.6955,270.0,11.27,992.42
262,18.905555555555555,18.905555555555555,0.65,15.5848,293.0,14.586600000000002,1014.86
263,1.6444444444444448,-2.2666666666666657,0.89,14.441700000000004,349.0,10.2557,1016.33
264,18.78333333333333,18.78333333333333,0.57,13.6367,293.0,11.0768,1018.0
265,8.788888888888888,7.177777777777778,0.75,10.0947,159.0,9.032100000000002,1018.6
266,8.916666666666664,8.105555555555558,0.92,6.5044,320.0,6.5205,1017.12
267,22.08333333333333,22.08333333333333,0.71,9.0804,24.0,10.6904,1011.31
268,10.955555555555556,10.955555555555556,0.85,3.4293,275.0,14.168000000000005,1020.92
269,25.99444444444445,25.99444444444445,0.51,2.4794,285.0,10.3523,1016.46
270,14.888888888888891,14.888888888888891,0.66,5.2325,275.0,9.982,1015.47
271,4.9833333333333325,1.4444444444444453,0.83,17.0338,151.0,15.005200000000002,1023.61
272,27.222222222222218,26.97777777777777,0.39,17.71,140.0,9.982,1016.3
273,22.422222222222228,22.422222222222228,0.62,0.9821,343.0,15.552600000000002,1018.15
274,17.22222222222222,17.22222222222222,0.5,9.1287,160.0,9.982,1011.1
275,20.433333333333334,20.433333333333334,0.53,3.7996,155.0,15.552600000000002,1015.73
276,1.1166666666666656,-3.3666666666666663,0.96,17.0177,201.0,14.49,1013.7
277,22.72222222222223,22.72222222222223,0.65,2.254,199.0,15.520400000000002,1006.78
278,-3.7888888888888888,-5.855555555555554,0.86,4.9749,4.0,4.314800000000001,1032.4
279,30.0,31.211111111111123,0.51,13.9104,203.0,16.1,1010.89
280,27.15,26.84444444444444,0.37,4.0411,310.0,11.27,1017.27
281,7.799999999999999,4.944444444444444,0.71,17.1304,130.0,16.1,1009.63
282,1.6722222222222212,1.6722222222222212,0.89,3.5259,338.0,8.05,1013.31
283,14.372222222222224,14.372222222222224,0.76,11.0929,20.0,14.9086,1019.36
284,2.1611111111111114,-1.25,0.8,12.397,201.0,9.982,1016.4
285,5.011111111111114,3.3611111111111094,0.99,7.2772,187.0,1.7871000000000004,1016.9
286,14.844444444444445,14.844444444444445,0.72,28.98,301.0,11.4471,1007.92
287,-1.7722222222222233,-5.672222222222223,0.96,10.9641,115.0,4.3309,1028.57
288,19.8,19.8,0.64,5.1037,209.0,16.1,1018.29
289,-1.1055555555555547,-4.75,0.92,10.4972,162.0,4.1055,1020.47
290,20.088888888888892,20.088888888888892,0.24,18.2252,310.0,9.982,1014.15
291,16.405555555555555,16.405555555555555,0.91,11.2861,13.0,9.0643,1022.11
292,13.888888888888891,13.888888888888891,0.67,25.76,170.0,11.27,1008.8
293,4.783333333333333,2.7,0.73,8.774500000000002,93.0,12.397,1028.91
294,19.92777777777778,19.92777777777778,0.53,23.4899,300.0,11.27,1015.67
295,32.266666666666666,31.11666666666667,0.3,4.8461,188.0,9.982,1012.96
296,-6.03888888888889,-6.03888888888889,1.0,3.1556,258.0,4.025,1020.92
297,12.033333333333333,12.033333333333333,0.89,3.0751,146.0,14.9086,1024.44
298,6.71111111111111,5.572222222222222,0.93,6.44,280.0,1.1109,1016.61
299,17.22222222222222,17.22222222222222,0.75,9.66,210.0,11.27,1008.9
300,10.988888888888885,10.988888888888885,0.81,7.808499999999999,323.0,7.840700000000001,1003.18
301,21.066666666666674,21.066666666666674,0.68,10.448900000000002,329.0,10.3523,1009.29
302,7.611111111111112,4.4111111111111105,0.57,19.7064,171.0,15.1823,1024.71
303,4.4444444444444455,2.955555555555556,0.92,6.44,150.0,0.6440000000000001,1018.1
304,2.9611111111111104,-1.1166666666666676,0.7,17.3397,102.0,9.4507,1020.38
305,8.816666666666666,7.033333333333331,0.83,11.1412,128.0,16.1,1016.77
306,10.9,10.9,0.93,4.8944,349.0,15.7297,1006.15
307,17.200000000000006,17.200000000000006,0.8,3.6869,208.0,11.27,1008.05
308,19.866666666666667,19.866666666666667,0.63,20.8334,311.0,11.27,1018.16
309,22.222222222222218,22.222222222222218,0.68,3.22,280.0,9.982,0.0
310,17.872222222222227,17.872222222222227,0.56,1.5295,342.0,11.2056,1009.05
311,13.888888888888891,13.888888888888891,0.86,6.44,210.0,16.1,1021.0
312,20.0,20.0,0.87,1.61,80.0,6.117999999999999,1017.3
313,21.022222222222226,21.022222222222226,0.59,11.5437,352.0,11.4471,1018.46
314,2.7777777777777777,-2.0388888888888896,0.82,22.540000000000006,30.0,9.982,1017.0
315,12.777777777777779,12.777777777777779,0.69,11.27,40.0,16.1,1006.0
316,1.1333333333333329,1.1333333333333329,0.78,3.22,310.0,15.826300000000002,1026.43
317,18.994444444444444,18.994444444444444,0.36,11.27,1.0,10.3523,1015.97
318,18.899999999999995,18.899999999999995,0.66,8.291500000000001,231.0,10.3523,1016.59
319,-2.9166666666666665,-8.161111111111111,0.92,15.826300000000002,329.0,2.5438,1015.74
320,2.2222222222222223,-0.3666666666666668,0.92,8.935500000000003,181.0,1.8515,1007.84
321,2.1499999999999986,-1.4833333333333345,0.92,13.524,150.0,6.6976,1022.57
322,7.022222222222222,7.022222222222222,1.0,3.1234,15.0,5.9087000000000005,996.55
323,18.555555555555557,18.555555555555557,0.74,6.3112,355.0,15.520400000000002,1016.63
324,0.0500000000000019,-3.766666666666668,0.96,12.2199,26.0,1.932,1027.18
325,3.2611111111111097,-0.305555555555556,0.79,14.586600000000002,282.0,15.826300000000002,1014.9
326,25.788888888888888,25.788888888888888,0.59,6.8747,180.0,15.246700000000002,1009.89
327,5.5555555555555545,3.083333333333332,0.89,11.27,210.0,15.134000000000002,1006.2
328,22.222222222222218,22.222222222222218,0.49,0.0,0.0,9.982,1014.9
329,7.666666666666665,5.750000000000001,0.83,10.577700000000002,302.0,15.826300000000002,1015.64
330,15.405555555555553,15.405555555555553,0.68,3.3649,199.0,15.826300000000002,1009.05
