,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
26,15.044444444444444,15.044444444444444,0.93,6.5527000000000015,128.0,9.8049,1010.96
27,4.944444444444444,3.5277777777777786,0.62,6.44,211.0,15.826300000000002,1018.83
28,13.333333333333336,13.333333333333336,0.77,11.27,0.0,16.1,1023.2
29,32.04444444444445,34.11666666666666,0.49,20.3343,290.0,9.982,1012.0
30,22.1,22.1,0.36,4.9427,68.0,15.552600000000002,1012.74
31,18.816666666666674,18.816666666666674,0.67,21.960400000000003,0.0,9.982,1010.3
32,28.86111111111111,28.23333333333333,0.37,9.5795,355.0,9.982,1016.89
33,21.316666666666674,21.316666666666674,0.57,17.259200000000003,0.0,10.577700000000002,1017.13
34,-6.111111111111112,-13.85,0.88,25.76,30.0,0.483,997.7
35,22.38888888888889,22.38888888888889,0.55,12.88,19.0,10.577700000000002,1014.08
36,23.8,23.8,0.59,6.279,311.0,16.1,1014.43
37,-0.04999999999999992,-0.04999999999999992,0.86,0.0,0.0,14.9086,993.63
38,7.805555555555554,5.377777777777778,0.96,13.894300000000005,290.0,4.2021,1005.01
39,6.111111111111112,3.977777777777776,0.41,10.1108,356.0,16.1,1017.82
40,14.31666666666667,14.31666666666667,0.74,16.2449,139.0,14.023100000000005,1020.81
41,2.7999999999999994,0.6388888888888881,0.82,7.760200000000001,330.0,9.982,1029.86
42,24.95,24.95,0.51,10.6582,1.0,16.1,1018.75
43,34.09444444444445,32.59444444444445,0.25,12.0106,174.0,9.982,1014.52
44,14.905555555555553,14.905555555555553,0.93,15.5848,49.0,4.588500000000002,1018.86
45,13.894444444444444,13.894444444444444,0.9,3.2039,341.0,15.826300000000002,1013.65
46,3.7722222222222217,3.7722222222222217,0.96,3.0589999999999997,42.0,7.711900000000001,1021.74
47,16.161111111111108,16.161111111111108,0.67,12.4936,159.0,11.27,1021.8
48,19.916666666666664,19.916666666666664,0.7,13.524,163.0,15.552600000000002,1013.21
49,15.438888888888886,15.438888888888886,0.87,6.44,350.0,14.9086,1014.33
50,-3.0055555555555555,-7.538888888888887,0.92,12.4775,99.0,4.3309,1014.45
51,5.094444444444445,1.6000000000000014,0.86,16.9694,190.0,8.05,1025.62
52,7.799999999999999,5.133333333333335,0.58,15.633100000000002,299.0,9.982,1019.78
53,-3.2333333333333334,-5.844444444444443,0.93,6.262900000000001,49.0,6.3434,1037.96
54,14.211111111111109,14.211111111111109,0.91,18.4184,126.0,13.9748,1009.15
55,4.4722222222222205,1.9833333333333332,0.99,10.2879,353.0,4.6368,1008.78
56,10.577777777777776,10.577777777777776,0.46,11.125100000000002,50.0,15.826300000000002,1023.09
57,1.0444444444444458,-4.033333333333335,0.7,20.93,320.0,11.3988,1026.37
58,5.138888888888889,2.5888888888888864,0.93,11.2217,60.0,14.4739,1006.8
59,23.88888888888889,23.88888888888889,0.58,7.4704,199.0,11.2056,0.0
60,-0.17777777777777792,-3.433333333333333,0.86,9.7083,131.0,4.7978000000000005,1012.36
61,12.788888888888893,12.788888888888893,0.96,13.7011,340.0,11.6886,1015.19
62,6.066666666666667,3.338888888888888,0.93,13.3469,262.0,1.8998,1016.45
63,17.711111111111116,17.711111111111116,0.72,12.235999999999999,98.0,15.826300000000002,1007.31
64,23.68888888888889,23.68888888888889,0.38,7.212800000000001,169.0,9.982,1011.72
65,22.0,22.0,0.88,3.0751,109.0,8.1305,1011.27
66,38.47222222222222,36.48333333333333,0.16,24.5042,219.0,10.3523,1008.38
67,2.2888888888888874,2.2888888888888874,0.92,4.7334000000000005,293.0,8.1305,1031.35
68,11.111111111111109,11.111111111111109,0.69,11.27,240.0,16.1,1017.4
69,-1.0611111111111111,-5.566666666666666,0.88,14.329,203.0,11.753,1016.38
70,-13.016666666666667,-16.616666666666667,0.78,5.425700000000001,62.0,14.9569,1043.77
71,12.033333333333333,12.033333333333333,0.69,5.828200000000002,5.0,13.6367,1015.27
72,20.555555555555557,20.555555555555557,0.73,3.22,130.0,16.1,1012.6
73,-2.955555555555556,-5.622222222222224,0.7,6.5044,279.0,11.8979,1038.43
74,0.9722222222222222,-2.683333333333332,0.86,12.3648,11.0,4.9266000000000005,1017.46
75,20.305555555555557,20.305555555555557,0.55,4.1538,347.0,9.982,1021.57
76,37.87222222222223,38.41666666666666,0.27,15.7136,212.0,9.982,1011.88
77,9.527777777777779,7.699999999999998,0.78,12.380900000000002,167.0,15.1823,1012.72
78,-0.5555555555555556,-0.5555555555555556,0.96,0.0,0.0,6.117999999999999,1017.1
79,19.200000000000006,19.200000000000006,0.79,14.4739,321.0,11.4471,1001.26
80,30.0,29.077777777777786,0.34,16.1,160.0,9.982,1017.1
81,12.938888888888886,12.938888888888886,0.9,3.2039,190.0,3.2844,1014.77
82,9.561111111111114,7.26111111111111,0.64,16.0195,28.0,9.982,1019.56
83,19.74444444444445,19.74444444444445,0.69,12.0267,2.0,9.982,1018.86
84,17.11111111111111,17.11111111111111,0.65,10.7548,350.0,16.1,1023.93
85,22.866666666666664,22.866666666666664,0.82,9.2575,16.0,15.150100000000002,1017.4
86,15.0,15.0,0.42,10.835300000000002,122.0,9.982,1027.18
87,3.8666666666666667,2.82777777777778,0.93,4.9749,171.0,4.3309,1035.52
88,14.822222222222226,14.822222222222226,0.84,20.5597,119.0,15.649200000000002,1008.99
89,12.861111111111109,12.861111111111109,0.51,24.5364,318.0,11.3988,1014.13
90,29.95555555555556,31.77222222222223,0.55,3.2039,291.0,9.982,1011.17
91,1.0888888888888897,1.0888888888888897,1.0,1.1592,239.0,3.9284,1014.41
92,8.816666666666666,7.066666666666666,0.72,10.9641,29.0,15.826300000000002,1014.09
93,16.088888888888892,16.088888888888892,1.0,9.2414,344.0,6.9391,1015.95
94,22.155555555555548,22.155555555555548,0.46,3.3488,202.0,11.2056,1028.29
95,0.5277777777777793,-2.9166666666666665,0.99,11.0124,339.0,3.0107000000000004,1014.76
96,22.54444444444444,22.54444444444444,0.61,6.44,90.0,15.826300000000002,1016.27
97,9.183333333333334,9.183333333333334,0.95,2.3828,303.0,2.3828,1019.95
98,-4.077777777777778,-8.850000000000003,0.81,12.4936,36.0,9.3219,1014.24
99,0.4611111111111101,-3.0111111111111115,0.92,11.0768,80.0,3.880100000000001,1017.7
100,13.177777777777774,13.177777777777774,0.85,13.4274,70.0,6.6976,1008.47
101,4.422222222222223,0.3111111111111124,0.89,20.3504,300.0,7.212800000000001,1007.65
102,2.894444444444445,-1.2111111111111108,0.95,17.4202,329.0,11.27,1020.02
103,18.983333333333334,18.983333333333334,0.55,11.0285,147.0,9.982,1016.97
104,7.977777777777778,6.216666666666665,0.83,10.0625,0.0,14.168000000000005,1009.72
105,13.816666666666665,13.816666666666665,0.59,11.8013,249.0,11.27,1012.88
106,14.933333333333335,14.933333333333335,0.95,3.22,40.0,11.8979,1016.31
107,7.777777777777778,7.777777777777778,0.96,4.83,0.0,9.982,1027.8
108,17.083333333333332,17.083333333333332,0.53,11.9301,251.0,10.577700000000002,1010.31
109,7.222222222222222,4.4444444444444455,0.72,15.423800000000002,133.0,9.982,1009.05
110,16.06666666666667,16.06666666666667,0.92,0.0,0.0,16.1,1018.44
111,7.933333333333334,7.405555555555555,0.67,5.0554000000000014,297.0,9.982,1022.7
112,23.91111111111111,23.91111111111111,0.54,10.0142,180.0,15.552600000000002,1013.29
113,16.044444444444444,16.044444444444444,0.44,11.0124,262.0,16.1,1022.29
114,23.77222222222223,23.77222222222223,0.5,10.1913,243.0,11.4471,1010.09
115,25.99444444444445,25.99444444444445,0.27,0.4508000000000001,116.0,9.982,1012.01
116,21.11111111111111,21.11111111111111,0.3,9.66,200.0,9.982,1016.5
117,21.05,21.05,0.73,8.033900000000001,202.0,10.0464,1005.63
118,5.46111111111111,4.300000000000002,0.93,5.9087000000000005,160.0,6.0375000000000005,1019.05
119,-4.888888888888889,-4.888888888888889,0.99,3.4132,170.0,0.27370000000000005,1021.14
120,15.0,15.0,0.51,17.71,180.0,11.27,1016.6
121,26.08333333333333,26.08333333333333,0.47,15.617,223.0,11.27,1009.24
122,-3.2388888888888885,-3.2388888888888885,1.0,3.2039,271.0,1.5295,1019.64
123,8.461111111111109,6.127777777777778,0.7,14.296800000000005,199.0,9.982,1001.25
124,2.1499999999999986,-0.9722222222222222,1.0,11.0446,151.0,0.6279,1031.76
125,12.611111111111114,12.611111111111114,0.78,10.4167,161.0,15.407700000000002,1003.18
126,7.399999999999999,4.855555555555556,0.75,14.1036,359.0,9.9015,1016.53
127,18.7,18.7,0.76,13.5562,339.0,15.826300000000002,1012.06
128,16.93333333333333,16.93333333333333,0.61,5.3452,141.0,10.577700000000002,1015.61
129,12.777777777777779,12.777777777777779,0.83,8.05,150.0,8.05,1020.3
130,4.4444444444444455,-0.1722222222222215,0.62,24.890600000000006,249.0,15.8746,1023.18
131,8.1,5.7055555555555575,0.75,14.1358,179.0,11.2056,1005.73
132,25.038888888888888,25.038888888888888,0.62,10.948,338.0,11.27,1014.8
133,7.688888888888892,4.922222222222222,0.78,16.1644,158.0,14.0875,1015.39
134,27.711111111111112,28.516666666666666,0.55,11.9945,313.0,11.2056,1014.37
135,8.983333333333334,7.388888888888887,0.82,10.2074,289.0,8.5491,1012.44
136,8.77222222222222,8.77222222222222,0.83,3.22,180.0,15.826300000000002,1023.66
137,25.172222222222228,25.172222222222228,0.49,15.536500000000002,8.0,10.4006,1011.11
138,0.0,-4.299999999999999,0.89,14.49,200.0,8.05,1017.4
139,8.955555555555557,7.188888888888887,0.89,11.2056,302.0,6.9069,1015.53
140,13.983333333333334,13.983333333333334,0.77,4.6046000000000005,290.0,11.2056,1023.42
141,15.005555555555553,15.005555555555553,0.83,7.744099999999999,170.0,16.1,1018.29
142,3.7055555555555566,1.25,0.93,9.4829,155.0,0.16100000000000006,1019.2
143,12.844444444444445,12.844444444444445,0.55,15.9712,108.0,9.982,1016.11
144,19.844444444444445,19.844444444444445,0.7,14.9408,29.0,9.9015,1019.58
145,27.777777777777782,27.350000000000005,0.38,14.49,170.0,9.982,1020.2
146,18.75555555555556,18.75555555555556,0.85,7.969500000000001,142.0,14.9086,1014.39
147,5.7055555555555575,4.4444444444444455,1.0,6.327300000000001,141.0,4.2987,1005.85
148,-1.2277777777777783,-5.061111111111111,0.92,11.1573,291.0,3.0589999999999997,1022.79
149,21.894444444444442,21.894444444444442,0.72,8.9516,266.0,9.982,1008.94
150,7.844444444444443,6.127777777777778,0.71,9.6922,30.0,9.982,1020.65
151,17.777777777777782,17.777777777777782,0.43,12.88,170.0,9.982,1017.4
152,22.68888888888889,22.68888888888889,0.62,20.1894,140.0,9.982,1010.92
153,16.755555555555553,16.755555555555553,0.87,6.3434,322.0,16.1,1018.17
154,12.68888888888889,12.68888888888889,0.96,3.1717,348.0,14.9086,1018.67
155,-4.866666666666668,-10.394444444444446,0.93,15.005200000000002,142.0,6.1341,1012.18
156,20.0,20.0,0.63,4.6207,337.0,11.27,1013.19
157,2.938888888888888,1.3888888888888888,0.74,5.9409,167.0,14.9569,1030.31
158,8.677777777777777,6.533333333333332,0.76,13.2664,161.0,14.9569,1021.22
159,23.844444444444452,23.844444444444452,0.5,23.4899,290.0,11.27,1009.02
160,2.9222222222222207,-1.0666666666666675,0.76,16.6957,277.0,14.168000000000005,1017.91
161,-12.172222222222222,-17.033333333333335,0.87,8.05,310.0,4.2021,0.0
162,-5.0,-9.638888888888891,0.88,11.27,30.0,3.0589999999999997,1021.4
163,7.6611111111111105,7.6611111111111105,0.96,0.0,0.0,6.2951000000000015,1020.02
164,8.961111111111112,7.277777777777778,0.93,10.706500000000002,138.0,11.9784,1018.69
165,20.9,20.9,0.68,10.8031,19.0,10.0464,1013.8
166,5.994444444444443,4.422222222222223,0.94,7.615300000000001,170.0,3.0107000000000004,1017.97
167,15.888888888888891,15.888888888888891,0.68,13.6689,130.0,9.982,1011.51
168,-0.0944444444444454,-2.366666666666668,0.85,6.6654,100.0,4.4436,1024.85
169,27.24444444444445,27.0,0.39,9.5956,183.0,9.982,1008.93
170,9.883333333333333,9.883333333333333,0.55,4.6851,151.0,9.982,1015.12
171,9.522222222222222,7.861111111111112,0.88,11.27,280.0,11.9784,1012.52
172,16.116666666666664,16.116666666666664,0.93,1.8193,322.0,15.826300000000002,1013.73
173,27.577777777777772,27.844444444444452,0.48,4.6690000000000005,344.0,11.4471,1012.15
174,-0.07222222222222167,-3.583333333333333,0.93,10.8031,353.0,0.2415,1012.08
175,5.027777777777776,3.183333333333332,0.92,8.0017,280.0,11.2056,1006.04
176,1.4166666666666652,-1.6222222222222231,0.92,10.0625,154.0,4.6368,1019.35
177,-7.222222222222222,-7.222222222222222,0.88,0.0,0.0,0.16100000000000006,1033.0
178,31.28333333333333,30.55,0.35,1.2558,5.0,10.3523,1009.98
179,-6.538888888888887,-6.538888888888887,0.84,3.5420000000000007,355.0,14.9569,1041.73
180,-2.85,-4.75,0.79,4.9105,320.0,9.8049,1038.51
181,16.25,16.25,0.43,11.8496,331.0,9.982,1021.37
182,7.466666666666665,6.949999999999998,0.86,4.8461,33.0,8.4364,1023.63
183,-2.344444444444444,-6.8277777777777775,0.99,12.88,187.0,0.2898,1021.89
184,3.8388888888888864,3.8388888888888864,1.0,1.3524,79.0,2.737,1037.9
185,18.977777777777774,18.977777777777774,0.52,20.865600000000004,160.0,10.2074,1012.11
186,20.794444444444448,20.794444444444448,0.72,16.6796,298.0,14.9569,1015.31
187,-3.8555555555555565,-3.8555555555555565,0.83,3.1073,162.0,6.3434,1027.47
188,-1.0277777777777786,-4.366666666666666,0.96,9.4346,190.0,6.6493,1020.01
189,-3.2444444444444445,-8.055555555555555,0.79,13.4274,39.0,14.9569,1038.86
190,13.861111111111114,13.861111111111114,0.55,7.760200000000001,140.0,11.2056,1008.14
191,8.327777777777781,5.994444444444443,0.8,14.0875,331.0,15.826300000000002,1024.44
192,13.122222222222224,13.122222222222224,0.79,10.6743,139.0,15.826300000000002,1024.71
193,14.983333333333333,14.983333333333333,0.93,14.0392,8.0,9.982,1015.44
194,25.144444444444453,25.144444444444453,0.54,7.5992,299.0,10.0464,1013.97
195,9.927777777777775,7.15,0.34,21.6545,29.0,9.982,1014.29
196,17.711111111111116,17.711111111111116,0.65,4.5724,137.0,9.982,1026.5
197,-5.811111111111113,-10.394444444444446,0.96,10.4972,2.0,3.2361,1015.62
198,17.755555555555556,17.755555555555556,0.61,9.5634,287.0,9.982,1010.38
199,14.983333333333333,14.983333333333333,0.83,6.6493,289.0,15.826300000000002,1016.86
200,-3.511111111111111,-6.0555555555555545,0.93,6.0375000000000005,123.0,8.017800000000001,1010.0
201,8.800000000000002,8.116666666666667,0.96,5.9731000000000005,351.0,8.2593,1023.07
202,-1.3777777777777782,-4.622222222222223,0.81,8.903300000000002,59.0,7.824600000000001,1031.34
203,19.355555555555558,19.355555555555558,0.74,11.0124,139.0,15.826300000000002,1012.6
204,-2.9166666666666665,-2.9166666666666665,0.79,3.0751,90.0,3.6547,1030.78
205,-2.244444444444444,-5.761111111111113,0.96,9.2575,50.0,1.4168,1031.91
206,2.6166666666666667,-1.9833333333333332,0.83,20.4953,181.0,7.744099999999999,1029.84
207,13.18888888888889,13.18888888888889,0.68,2.898,173.0,15.1823,1014.49
208,-1.1388888888888893,-5.961111111111113,0.91,15.8746,111.0,4.8461,1022.06
209,-2.2222222222222223,-8.394444444444442,0.96,22.4595,310.0,11.27,0.0
210,5.683333333333333,3.8666666666666667,0.94,8.355900000000002,174.0,2.2862,1004.7
211,18.311111111111103,18.311111111111103,0.89,2.6404,194.0,16.1,1015.92
212,12.783333333333333,12.783333333333333,0.89,2.8014,352.0,4.1699,1021.9
213,32.6,33.572222222222216,0.42,19.1429,143.0,10.3523,1015.1
214,7.144444444444443,5.333333333333334,0.45,9.5151,324.0,15.552600000000002,1017.75
215,9.883333333333333,8.583333333333336,0.93,9.5634,141.0,6.0697,1020.2
216,13.888888888888891,13.888888888888891,0.48,17.066,300.0,11.27,1015.95
217,12.0,12.0,0.75,4.781700000000002,159.0,9.982,1016.95
218,4.755555555555556,4.755555555555556,0.88,3.2039,74.0,9.8693,1021.85
219,22.711111111111112,22.711111111111112,0.79,11.0768,309.0,9.982,1009.89
220,24.95,24.95,0.54,10.8997,140.0,9.982,0.0
221,-1.5722222222222213,-7.294444444444442,0.92,20.5919,0.0,9.7566,1018.04
222,5.98888888888889,2.9166666666666665,0.66,15.4721,39.0,9.982,1030.94
223,4.094444444444443,2.5833333333333326,0.77,6.3434,267.0,14.9569,1017.38
224,25.95555555555556,25.95555555555556,0.55,8.9516,250.0,11.27,1007.65
225,16.11111111111111,16.11111111111111,0.81,4.83,180.0,9.982,1006.3
226,12.750000000000002,12.750000000000002,0.41,8.211,54.0,9.982,1010.56
227,3.0111111111111115,3.0111111111111115,0.74,0.7245,218.0,15.1823,1010.05
228,10.0,6.77777777777778,0.77,27.37,300.0,11.27,994.9
229,7.183333333333334,7.183333333333334,1.0,3.22,140.0,3.4615,1025.25
230,11.066666666666668,11.066666666666668,0.78,17.549000000000003,279.0,9.982,1015.63
231,1.933333333333332,-0.7222222222222227,1.0,8.9838,170.0,3.847900000000001,1014.64
232,12.533333333333335,12.533333333333335,0.74,12.397,158.0,8.935500000000003,1028.11
233,23.761111111111106,23.761111111111106,0.73,13.6528,127.0,15.552600000000002,1016.93
234,26.08888888888889,26.08888888888889,0.47,11.0768,145.0,15.552600000000002,1015.32
235,12.344444444444445,12.344444444444445,0.77,6.6654,300.0,16.1,1008.84
236,-0.9666666666666658,-4.777777777777779,0.81,11.27,299.0,14.9086,1013.76
237,-0.4499999999999993,-6.383333333333333,0.87,24.3432,148.0,13.9748,1021.75
238,-6.188888888888888,-12.538888888888886,0.81,17.4202,300.0,0.0,0.0
239,8.744444444444447,6.994444444444446,0.87,10.8675,109.0,9.5956,1013.02
240,19.86111111111111,19.86111111111111,0.46,4.6046000000000005,120.0,9.982,1018.42
241,12.766666666666666,12.766666666666666,0.72,4.6368,354.0,9.982,1018.13
242,11.644444444444444,11.644444444444444,0.96,5.8121,111.0,4.5724,1012.12
243,7.222222222222222,4.822222222222221,0.73,12.88,140.0,9.982,1016.2
244,24.95,24.95,0.34,15.166200000000002,188.0,9.982,1022.09
245,2.7500000000000018,-1.0444444444444438,0.57,15.230600000000004,0.0,9.982,1017.47
246,5.022222222222221,4.105555555555556,0.94,5.0393,160.0,0.6762,1009.13
247,23.766666666666666,23.766666666666666,0.61,4.3469999999999995,289.0,15.552600000000002,1020.37
248,1.3055555555555562,-1.5999999999999994,0.9,9.4668,170.0,9.7566,1019.84
249,0.0,-2.7333333333333343,0.56,8.05,180.0,9.982,1030.2
250,8.522222222222224,6.533333333333332,0.9,12.042800000000002,137.0,14.9569,1022.33
251,1.0888888888888897,-2.9277777777777776,0.85,14.312900000000004,261.0,9.982,1012.62
252,20.088888888888892,20.088888888888892,0.82,4.1538,350.0,10.3523,1012.94
253,2.894444444444445,1.7555555555555538,1.0,4.8783,301.0,5.8604,1018.36
254,19.73888888888889,19.73888888888889,0.85,7.357700000000001,276.0,6.2307000000000015,1019.15
255,6.161111111111113,3.594444444444444,0.86,12.4775,211.0,6.117999999999999,0.0
256,31.105555555555554,30.761111111111113,0.38,4.4275,300.0,16.1,1014.74
257,32.46111111111112,31.32222222222222,0.3,15.423800000000002,231.0,9.982,1004.9
258,3.2166666666666663,0.305555555555554,0.96,11.0768,41.0,1.7388,1020.94
259,22.894444444444442,22.894444444444442,0.7,12.4614,351.0,9.982,1016.65
260,9.849999999999998,8.377777777777776,0.58,10.5455,274.0,10.3523,1018.1
261,8.58888888888889,6.7444444444444445,0.72,11.2217,201.0,15.826300000000002,999.25
262,16.088888888888892,16.088888888888892,0.92,3.1878,139.0,9.982,1014.88
263,10.2,10.2,0.92,19.126800000000006,21.0,9.7405,1025.65
264,22.127777777777773,22.127777777777773,0.69,4.5402000000000005,337.0,15.826300000000002,1011.56
265,16.71666666666667,16.71666666666667,0.67,3.5742000000000007,41.0,15.826300000000002,1020.23
266,19.92777777777778,19.92777777777778,0.84,15.8746,352.0,9.982,1008.07
267,27.63888888888889,28.03333333333333,0.5,9.7083,46.0,11.3988,1020.88
268,32.244444444444454,31.06666666666667,0.3,8.1305,162.0,9.982,1010.32
269,2.7500000000000018,0.3333333333333341,0.95,8.629600000000002,288.0,11.0285,1011.88
270,9.972222222222225,8.783333333333335,0.5,9.0482,52.0,7.4543,1017.99
271,19.205555555555552,19.205555555555552,0.7,9.3863,356.0,11.3988,1012.04
272,-4.249999999999999,-4.249999999999999,0.93,3.4132,312.0,8.3237,1021.77
273,19.83333333333333,19.83333333333333,0.71,6.44,240.0,16.1,1015.5
274,8.383333333333335,6.9111111111111105,0.77,8.9838,149.0,15.7297,1022.77
275,7.23888888888889,7.23888888888889,0.63,3.4776,225.0,16.1,1023.32
276,11.555555555555555,11.555555555555555,0.8,6.1502,150.0,16.1,1012.36
277,19.366666666666667,19.366666666666667,0.83,2.4311000000000003,189.0,15.1823,1016.79
278,7.477777777777778,5.5166666666666675,0.96,10.626,286.0,14.9086,1019.56
279,-1.0611111111111111,-6.166666666666668,0.92,17.5329,301.0,6.117999999999999,998.95
280,0.4833333333333319,0.4833333333333319,0.89,3.0107000000000004,292.0,11.8496,1020.73
281,18.88888888888889,18.88888888888889,0.52,16.1,20.0,11.27,0.0
282,3.2222222222222205,-0.2777777777777778,0.83,14.1358,202.0,9.821,1020.04
283,4.855555555555556,2.4555555555555566,0.77,10.2235,186.0,11.0285,1024.8
284,7.066666666666666,5.322222222222221,0.93,9.1448,333.0,6.1985,1026.02
285,7.266666666666667,7.266666666666667,0.92,2.8819000000000004,47.0,3.5581,1037.66
286,2.5833333333333326,2.5833333333333326,0.9,4.6851,169.0,7.695800000000001,1019.28
287,9.177777777777779,7.055555555555558,0.84,13.9265,7.0,14.9569,1019.78
288,-1.5222222222222213,-4.022222222222221,0.85,6.6493,271.0,9.982,1027.53
289,3.877777777777776,-0.4555555555555557,0.92,21.0266,329.0,7.3255,1006.66
290,14.305555555555555,14.305555555555555,1.0,3.22,70.0,15.407700000000002,1017.83
291,8.627777777777778,8.0,0.78,5.6833,106.0,7.985600000000002,1017.85
292,26.43333333333333,26.43333333333333,0.49,9.5312,230.0,11.2056,1015.52
293,3.333333333333333,1.6722222222222212,0.82,6.44,270.0,16.1,1017.3
294,-0.011111111111110874,-3.188888888888888,0.96,9.5634,187.0,8.211,1019.82
295,5.622222222222222,3.2333333333333334,0.93,10.9158,337.0,9.9015,1023.31
296,1.1222222222222242,-3.2722222222222226,0.92,16.5025,352.0,1.3202,1007.24
297,32.94444444444444,33.56666666666667,0.39,7.744099999999999,112.0,15.552600000000002,1015.71
298,8.75,5.322222222222221,0.63,25.3253,300.0,11.27,1017.78
299,8.844444444444445,8.027777777777779,0.93,6.4722,314.0,7.8729,1023.68
300,11.75,11.75,0.94,1.9642,160.0,5.7477,1018.39
301,12.405555555555555,12.405555555555555,0.91,3.9606,16.0,6.4883000000000015,1022.3
302,9.372222222222222,7.322222222222222,0.95,13.7011,315.0,7.760200000000001,1013.48
303,16.5,16.5,0.71,16.7923,179.0,15.826300000000002,1003.67
304,16.644444444444446,16.644444444444446,0.93,4.025,88.0,7.1323,1013.24
305,9.155555555555551,8.505555555555556,0.99,6.0375000000000005,164.0,1.9964,1007.25
306,22.711111111111112,22.711111111111112,0.57,21.9121,149.0,9.982,1002.01
307,26.12777777777778,26.12777777777778,0.58,13.2825,189.0,15.262800000000002,1012.91
308,8.094444444444441,6.866666666666666,0.75,7.647500000000001,25.0,11.0285,1026.16
309,5.7055555555555575,4.272222222222221,0.7,6.9069,221.0,14.168000000000005,1023.53
310,14.333333333333336,14.333333333333336,0.93,3.22,310.0,8.1305,1018.63
311,14.949999999999998,14.949999999999998,0.83,3.4454,313.0,11.27,1018.58
312,15.344444444444445,15.344444444444445,0.5,22.4273,8.0,11.27,1012.12
313,17.68888888888889,17.68888888888889,0.46,3.0751,60.0,9.982,1022.31
314,22.105555555555558,22.105555555555558,0.87,0.0,0.0,16.1,1014.62
315,23.08888888888889,23.08888888888889,0.5,8.1144,86.0,10.3684,1017.23
316,23.177777777777774,23.177777777777774,0.65,11.0446,110.0,15.826300000000002,1015.08
317,10.0,8.222222222222221,0.83,12.7351,251.0,10.8997,1011.59
318,24.972222222222218,24.972222222222218,0.5,9.1126,350.0,16.1,1016.34
319,20.07222222222222,20.07222222222222,0.3,25.4219,158.0,15.552600000000002,1019.72
320,6.25,3.6666666666666674,0.45,12.6868,149.0,11.2056,1026.42
321,18.816666666666674,18.816666666666674,0.47,8.1788,32.0,11.2056,1016.92
322,13.888888888888891,13.888888888888891,1.0,11.0768,60.0,4.1216,1019.14
323,-12.638888888888891,-19.927777777777774,0.69,14.844200000000004,32.0,11.27,1039.25
324,8.072222222222223,6.183333333333335,0.66,10.8675,180.0,9.982,1025.37
325,16.288888888888884,16.288888888888884,0.53,25.599000000000004,306.0,10.577700000000002,1022.9
326,12.316666666666668,12.316666666666668,0.5,15.391600000000002,183.0,12.075,1015.2
327,19.95,19.95,0.93,3.1878,2.0,4.4275,1014.02
328,22.222222222222218,22.222222222222218,0.73,14.49,200.0,11.27,1015.1
329,-3.3222222222222224,-7.455555555555558,0.81,10.6743,270.0,14.168000000000005,1017.3
330,7.222222222222222,6.183333333333335,0.49,6.3756,332.0,16.1,1029.46
